PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,EVENT_NOTES
10674132,PROCESSING,2876051,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 13:16,COMPETENCY_ISSUE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22312886,OFF RAMPED,2887990,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 13:47,FOIA_PRIVACYACT,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10681715,OFF RAMPED,2897650,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10681715 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10681715 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10681715 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 11:47,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10681934,OFF RAMPED,2897986,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 12:06,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10682144,OFF RAMPED,2898079,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 12:12,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10682392,OFF RAMPED,2898488,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/27/20 17:06,VERIFICATION_REQUEST,Unsuccessful Processing in VBMS - Packet Offramped
10682664,PROCESSED,2898645,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:13,UNKNOWN,Process Packet - Packet Processed
10682672,OFF RAMPED,2898745,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:31,UNKNOWN,Offramp - Packet was already in another queue.
10682972,REVIEWED,2898822,HIL_VBMS,EVD-COR,EVD-COR,Correspondence,Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0),Final Exception Reason: Business Exception The Veteran profile name did not match. (Attempt #0),PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:18,UNKNOWN,Moved CMP Inbound to HIL
10682976,PROCESSED,2898879,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:43,VERIFICATION_REQUEST,Process Packet - Packet Processed
10682751,PROCESSED,2899022,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/27/20 15:38,MEDICAL_EVIDENCE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10676583,OFF RAMPED,2899045,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 7:28,MEDICAL_EVIDENCE,Add Document - Document Added
10683192,PROCESSED,2899179,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:52,UNKNOWN,Process Packet - Packet Processed
10683153,OFF RAMPED,2899288,OCRSUCCESS,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 7:48,UNKNOWN,Add Document - Document Added
10677259,OFF RAMPED,2899424,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 8:33,UNKNOWN,Add Document - Document Added
10683436,PROCESSED,2899481,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:50,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10683462,PROCESSED,2899524,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 15:03,VERIFICATION_REQUEST,Process Packet - Packet Processed
10683666,PROCESSED,2899558,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 15:04,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10683351,PROCESSED,2899581,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 15:05,BVA_APPEALS_REMAND,Process Packet - Packet Processed
10683745,PROCESSED,2899624,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Contentions,Contentions Added,Add Contentions - Contentions Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 15:11,ATTORNEY_FEE_LETTER_FROM_POA,Process Packet - Packet Processed
10683472,PROCESSED,2899617,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 17:36,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
22309673,PROCESSING,2876312,PENDING UPLOAD,EVD-COR,EVD-COR,Correspondence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 13:07,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
10681719,OFF RAMPED,2897674,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10681719 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10681719 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10681719 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 11:50,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10681865,OFF RAMPED,2897721,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10681865 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10681865 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10681865 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 11:55,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10682588,OFF RAMPED,2898576,OFFRAMPED,EVD-COR,EVD-COR,Correspondence,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,Outcome : Packet Routed to RMC Queue,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 13:41,FOIA_PRIVACYACT,Unsuccessful Processing in VBMS - Packet Offramped
10682804,OFF RAMPED,2898674,OCRSUCCESS,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,SYSTEM OFFRAMP,NOT CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 6:50,BVA_APPEALS_REMAND,Add Document - Document Added
10682834,PROCESSED,2898691,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:17,UNKNOWN,Process Packet - Packet Processed
10682643,PROCESSED,2898776,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:34,MEDICAL_EVIDENCE,Process Packet - Packet Processed
10682934,OFF RAMPED,2898810,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 10682934 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10682934 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 10682934 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:35,BVA_APPEALS_REMAND,Unsuccessful Processing in VBMS - Packet Offramped
10682523,PROCESSED,2898827,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,11/26/2020,11,2020,OP2,229,11/26/20 14:38,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
