PACKET_NUMBER,PACKET_STATUS,DOC_ID,DOC_STATUS,DOC_TYPE,DOC_TYPE_EM,DOC_TYPE_DESCRIPTION,CONTROL_POINT,EVENT_NOTE,EVENT_NOTE_OUTCOME,INVOICING_STATUS,CHARGEABLE,COMPLEXITY,PROCESSING_DATE,MONTH,YEAR,BILLING_CYCLE,BATCH_ID,LAST_UPDTED_DATE,DOC_CLASSIFICATION_CODE,EVENT_NOTES
21946001,PROCESSED,2067137,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:30,UNKNOWN,Process Packet - Packet Processed
21945525,PROCESSED,2067123,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:25,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
21946270,PROCESSED,2067188,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:31,BVA_APPEALS_REMAND,Process Packet - Packet Processed
21944881,PROCESSED,2067238,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:32,FOIA_PRIVACYACT,Process Packet - Packet Processed
21944596,OFF RAMPED,2067273,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21944596 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944596 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944596 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/29/2020,9,2020,OP2,196,9/29/20 10:32,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21944905,PROCESSED,2067438,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:34,UNKNOWN,Process Packet - Packet Processed
21945513,OFF RAMPED,2067656,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21945513 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21945513 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21945513 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/29/2020,9,2020,OP2,196,9/29/20 10:38,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21944695,OFF RAMPED,2067788,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21944695 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944695 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944695 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/29/2020,9,2020,OP2,196,9/29/20 10:40,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21944532,OFF RAMPED,2067856,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21944532 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944532 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944532 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/29/2020,9,2020,OP2,196,9/29/20 10:42,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
21945024,PROCESSED,2067855,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:33,MEDICAL_EVIDENCE,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
21945049,PROCESSED,2068042,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:48,MEDICAL_EVIDENCE,Process Packet - Packet Processed
21944374,PROCESSED,2068073,PROCESSED,EVD-TPC,EVD-TPC,Third Party Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:38,FOIA_PRIVACYACT,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
21946294,PROCESSED,2068106,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:39,UNKNOWN,Add Unsolicited Evidence - Successfully Added Unsolicited Evidence
21945620,REVIEWED,2068191,HIL_VBMS,EVD-TPC,EVD-TPC,Third Party Correspondence,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile,PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/29/2020,9,2020,OP2,196,9/29/20 10:44,VERIFICATION_REQUEST,Outcome : Veteran/Claimant Issue - Failed to find Veteran Profile
21944839,PROCESSED,2068473,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:54,MEDICAL_EVIDENCE,Process Packet - Packet Processed
21944842,PROCESSED,2068591,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:57,UNKNOWN,Process Packet - Packet Processed
21945437,PROCESSED,2068660,PROCESSED,EVD-COR,EVD-COR,Correspondence,Add Document,Document Added,Add Document - Document Added,PROCESSED,CHARGEABLE,High,9/28/2020,9,2020,OP2,196,9/29/20 10:57,FOIA_PRIVACYACT,Process Packet - Packet Processed
21944703,OFF RAMPED,2068741,OFFRAMPED,EVD-TPC,EVD-TPC,Third Party Correspondence,"Off Ramping CM Packet Num: 21944703 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944703 because of a classification of BVA Appeals Remand, and no active claims on profile.","Off Ramping CM Packet Num: 21944703 because of a classification of BVA Appeals Remand, and no active claims on profile.",PROCESSED AS PER BUSINESS RULES,CHARGEABLE,High,9/29/2020,9,2020,OP2,196,9/29/20 11:01,UNKNOWN,Unsuccessful Processing in VBMS - Packet Offramped
